BuildingCode,Longitude,Latitude,Region,Province,Municipality,Barangay,Purok
2402000948,125.602385,10.298325,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402000952,125.5534377,10.3474568,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3
2402000954,125.5536953,10.3471989,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3
2402000956,125.5534611,10.347576,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3
2402000958,125.5534646,10.3475684,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3
2402000960,125.5534538,10.3475667,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3
2402000962,125.5535842,10.3466691,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 3
2402000964,125.553507,10.3475486,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 1
2402000965,125.553561,10.3475693,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 1
2402000966,125.5535555,10.3476054,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 1
2402000968,125.5535473,10.347602,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 1
2402000970,125.5535438,10.3477449,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 1
2402000972,125.5535193,10.3475746,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 1
2402000974,125.55356,10.3475461,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 1
2402000975,125.5535773,10.3475285,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 1
2402000977,125.6211895,10.256341,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402000979,125.6204629,10.2565477,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402000981,125.619483,10.2559826,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402000983,125.6194269,10.2565356,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402000985,125.6191784,10.2559368,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402000987,125.6191802,10.2559375,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402000989,125.6191802,10.2559375,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402000991,125.619174,10.2559375,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402000993,125.619174,10.2559375,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402000995,125.6021467,10.300195,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402000997,125.6021902,10.299972,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402000998,125.6022148,10.3000356,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001000,125.6021396,10.3001312,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001002,125.602189,10.2996745,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001006,125.6022547,10.2993808,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001008,125.6022602,10.2993679,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001010,125.6021775,10.299676,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001012,125.6021724,10.3003406,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001014,125.6022749,10.2993689,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001016,125.6022427,10.2994153,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001018,125.6022448,10.2994289,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001020,125.6023393,10.2991858,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001022,125.6021482,10.3003211,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001024,125.6020917,10.3002064,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001026,125.602129,10.3002838,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001027,125.602129,10.3002838,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001028,125.6020959,10.3002082,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001030,125.6022181,10.3004114,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001032,125.6022281,10.3004777,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001033,125.602237,10.3005384,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001035,125.60249,10.29883367,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001037,125.6022122,10.3004409,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001039,125.6022207,10.3005154,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001041,125.5847802,10.31711224,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001044,125.5847636,10.3171234,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001046,125.6022145,10.3004132,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001048,125.6022296,10.3003617,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001051,125.620819,10.2564653,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001053,125.6195398,10.256811,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001055,125.6196797,10.2562643,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001057,125.6194267,10.2561659,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001059,125.6194785,10.2560028,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001061,125.6196041,10.2568117,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001063,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001065,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001067,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001069,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001071,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001073,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001075,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001077,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001079,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001081,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001082,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001084,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001085,125.6049593,10.2947235,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001086,125.602282,10.29919744,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001088,125.6022968,10.29918254,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001091,125.6023077,10.29916687,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001093,125.6022057,10.29915963,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001095,125.6021932,10.29920757,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001097,125.602201,10.29919037,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001099,125.6022687,10.29920613,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001101,125.6049593,10.2947235,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001102,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001104,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001106,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001108,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001110,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001112,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001114,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001116,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001118,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001120,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001122,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001124,125.587427,10.3131797,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001126,125.6044245,10.2939648,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001127,125.6022049,10.29913016,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001129,125.6023256,10.29913442,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001131,125.6022103,10.29911339,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001133,125.6044245,10.2939648,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001134,125.6044245,10.2939648,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001135,125.6023342,10.29912147,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001137,125.6044245,10.2939648,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001138,125.6022158,10.29908128,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001140,125.6023482,10.29909857,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001142,125.6044245,10.2939648,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001143,125.6022189,10.2990668,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001145,125.6044245,10.2939648,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001146,125.6023607,10.29907796,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001148,125.6022259,10.29905309,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001150,125.6044245,10.2939648,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001151,125.6023677,10.29904585,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001153,125.6022314,10.29902252,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001155,125.5747657,10.30307151,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001157,125.6022298,10.29902184,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001161,125.6044245,10.2939648,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001162,125.6022002,10.29918969,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001164,125.6022797,10.29920544,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001166,125.6044235,10.2939653,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001167,125.6021963,10.29917445,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001169,125.6022968,10.29918483,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001171,125.6044235,10.2939653,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001172,125.6044235,10.2939653,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001173,125.602201,10.2991661,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001175,125.6023124,10.29915656,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 3
2402001177,125.6020886,10.3002046,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001179,125.6020886,10.3002046,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001181,125.6020972,10.3001992,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001184,125.5594074,10.32065786,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001186,125.6020935,10.3001973,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001188,125.6020529,10.3003492,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001190,125.6021349,10.3005662,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001192,125.6021288,10.300574,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001195,125.602571,10.3000503,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001197,125.6020903,10.3002044,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001199,125.6020903,10.3002044,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001201,125.5874987,10.3129232,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001202,125.5874987,10.3129232,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001203,125.5874987,10.3129232,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001205,125.60209,10.3002103,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001208,125.6020939,10.3002026,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001209,125.6021399,10.3004961,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001212,125.6020954,10.3003486,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001214,125.6022547,10.2996154,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001216,125.6022514,10.2996016,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001218,125.6020164,10.3004783,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 1
2402001222,125.5573402,10.3257107,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001224,125.5573776,10.3256355,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001226,125.5507725,10.31964328,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001229,125.5575144,10.3265091,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001231,125.5575143,10.3265073,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001233,125.5575053,10.3265025,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001235,125.5575134,10.3265049,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001237,125.5575075,10.3265067,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001239,125.557389,10.326527,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001241,125.5604783,10.3270987,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001243,125.557292,10.3261232,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001245,125.5572347,10.3261007,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001247,125.5573782,10.3256372,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001249,125.5575167,10.3265248,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001252,125.5572572,10.3265789,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001254,125.5555532,10.3275706,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001256,125.5572198,10.3265483,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001258,125.5571968,10.3264991,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001260,125.5574357,10.3265139,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001262,125.5573793,10.3265513,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001264,125.5572544,10.3261316,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001265,125.5588588,10.3273693,Caraga,Dinagat Islands,Tubajon,San Vicente,Purok 3
2402001267,125.6024431,10.2990013,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001268,125.6024494,10.2989191,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001269,125.6023718,10.299003,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001270,125.6026421,10.2988191,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001271,125.6026472,10.2988017,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001272,125.6026079,10.2988418,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001274,125.602624,10.2988267,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001275,125.6026106,10.2988157,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001276,125.6027389,10.2986096,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001277,125.6027769,10.2984554,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001278,125.6026897,10.2986209,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001279,125.6026367,10.2987801,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001280,125.6026132,10.2988062,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001281,125.6027506,10.2984534,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001282,125.6024745,10.2986475,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001283,125.626806,10.2590732,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001284,125.6032507,10.2972788,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001285,125.6032483,10.2972801,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001286,125.6027447,10.2985143,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001287,125.5968376,10.291149,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001288,125.5963799,10.2905215,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001290,125.6021469,10.2987875,Caraga,Dinagat Islands,Tubajon,Diaz,Purok 2
2402001318,125.6218558,10.2561802,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001319,125.6218275,10.2562111,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001320,125.6216674,10.2563213,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001321,125.6216377,10.2562519,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001322,125.6218619,10.2561506,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001323,125.6220247,10.2560776,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001324,125.6222784,10.2559964,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001325,125.6224455,10.2560614,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001326,125.6229337,10.2562069,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001327,125.6221097,10.2559629,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001328,125.6221033,10.2559412,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001329,125.6215385,10.2563559,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001330,125.6221352,10.2559593,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001331,125.622127,10.2559411,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001332,125.6222155,10.2559671,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001333,125.6221065,10.25594,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001334,125.6218069,10.2562114,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001335,125.6221291,10.2559387,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001336,125.621465,10.256389,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001337,125.6217562,10.2562393,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001338,125.6218082,10.2562174,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001339,125.6215579,10.2563132,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001366,125.6213984,10.2564343,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001367,125.6185833,10.2557546,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001368,125.6195658,10.2563711,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001369,125.6194578,10.256623,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001370,125.6213751,10.2564373,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001371,125.6195228,10.2560456,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001372,125.619528,10.2560817,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001373,125.6195229,10.2560346,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001382,125.6214,10.2564182,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001383,125.6212816,10.2558281,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001384,125.6212448,10.2560399,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001385,125.6212391,10.2559442,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001386,125.6214452,10.2559903,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001387,125.6214523,10.2559929,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001388,125.6191905,10.25592929,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001389,125.6214786,10.255733,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001390,125.6208568,10.2557428,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001391,125.6209377,10.2558363,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001392,125.6207759,10.2557119,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001393,125.6208034,10.255724,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001394,125.6208792,10.2559203,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001395,125.6209372,10.2560667,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001396,125.6208681,10.2558387,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001397,125.6209916,10.256216,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001398,125.6209783,10.2560961,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001399,125.6205479,10.2552484,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001400,125.6205473,10.2552228,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001401,125.6205617,10.2552599,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001402,125.6205567,10.2552644,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001403,125.6207951,10.2556672,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001404,125.6205941,10.2552968,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001405,125.6206874,10.2554494,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001406,125.620813,10.2556187,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001407,125.6208629,10.2557582,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001408,125.6208014,10.2557157,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001409,125.6228514,10.2561511,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001410,125.6216609,10.2559305,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 3
2402001442,125.6221237,10.2559336,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001443,125.6221237,10.2559336,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 3
2402001444,125.6228076,10.2561787,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001445,125.6228816,10.2561723,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001446,125.6228535,10.2561805,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001447,125.623005,10.2561538,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001448,125.6229141,10.256171,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001449,125.6221082,10.2559162,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001450,125.6229437,10.2561539,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001451,125.6221674,10.2559669,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001452,125.6226893,10.2560728,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001453,125.6228278,10.2561762,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001454,125.5477567,10.31772908,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001455,125.6228503,10.2561749,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001456,125.6221204,10.2559387,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001457,125.6221305,10.2559412,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001458,125.6221069,10.2559516,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001459,125.6221379,10.2559422,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001460,125.6221774,10.2559719,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001461,125.6221495,10.2559182,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001462,125.6221326,10.2559414,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001463,125.6220795,10.2559056,Caraga,Dinagat Islands,Tubajon,Malinao,Purok 1
2402001489,125.5534081,10.347283,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 1
2402001490,125.55353,10.3477578,Caraga,Dinagat Islands,Tubajon,Roxas,Purok 1
2402001493,125.5854474,10.3208928,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001494,125.5820284,10.3320027,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001496,125.5816865,10.3323425,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001497,125.5837379,10.3193289,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001498,125.5837379,10.3193289,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001499,125.5837379,10.3193289,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001500,125.5842764,10.31911512,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001501,125.5842854,10.31911392,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001502,125.5843465,10.31916203,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001503,125.5861312,10.2985654,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001504,125.5837379,10.3193289,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 3
2402001505,125.5837379,10.3193289,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001506,125.5837379,10.3193289,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001508,125.58473,10.3253567,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001509,125.5848533,10.3254933,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001510,125.5881825,10.3214376,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001512,125.5841427,10.31900138,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001513,125.5851379,10.3263314,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001514,125.5851378,10.3263305,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001515,125.58434,10.31911758,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001516,125.585075,10.32773,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001517,125.5775835,10.3568944,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
2402001518,125.5842183,10.3191091,Caraga,Dinagat Islands,Tubajon,Mabini,Purok 5
